"Member_number";"Date";"Day_in_week";"Day";"Month";"Year";"Product_1";"Product_2";"Product_3";"Product_4";"Product_5";"Product_6";"Product_7";"Product_8";"Product_9";"Product_10";"Product_11"
2659;2015-06-01 00:00:00;2.0;"01";"06";"2015";"hamburger meat";"rolls/buns";"brown bread";;;;;;;;
2735;2015-06-01 00:00:00;2.0;"01";"06";"2015";"yogurt";"other vegetables";;;;;;;;;
2777;2015-06-01 00:00:00;2.0;"01";"06";"2015";"chocolate";"herbs";;;;;;;;;
2781;2015-06-01 00:00:00;2.0;"01";"06";"2015";"soda";"other vegetables";;;;;;;;;
2789;2015-06-01 00:00:00;2.0;"01";"06";"2015";"tropical fruit";"grapes";;;;;;;;;
3548;2015-06-01 00:00:00;2.0;"01";"06";"2015";"whole milk";"rolls/buns";"instant coffee";;;;;;;;
3553;2015-06-01 00:00:00;2.0;"01";"06";"2015";"domestic eggs";"ham";;;;;;;;;
3966;2015-06-01 00:00:00;2.0;"01";"06";"2015";"frankfurter";"root vegetables";;;;;;;;;
4273;2015-06-01 00:00:00;2.0;"01";"06";"2015";"margarine";"frozen vegetables";;;;;;;;;
4719;2015-06-01 00:00:00;2.0;"01";"06";"2015";"tropical fruit";"pip fruit";;;;;;;;;
4783;2015-06-01 00:00:00;2.0;"01";"06";"2015";"rolls/buns";"chewing gum";"other vegetables";;;;;;;;
4895;2015-06-01 00:00:00;2.0;"01";"06";"2015";"tropical fruit";"specialty bar";;;;;;;;;
1004;2014-07-01 00:00:00;3.0;"01";"07";"2014";"canned beer";"frozen fish";;;;;;;;;
1317;2014-07-01 00:00:00;3.0;"01";"07";"2014";"specialty cheese";"onions";;;;;;;;;
1456;2014-07-01 00:00:00;3.0;"01";"07";"2014";"liquor";"hygiene articles";;;;;;;;;
1770;2014-07-01 00:00:00;3.0;"01";"07";"2014";"butter";"mayonnaise";;;;;;;;;
2035;2014-07-01 00:00:00;3.0;"01";"07";"2014";"rice";"jam";;;;;;;;;
3189;2014-07-01 00:00:00;3.0;"01";"07";"2014";"dish cleaner";"fruit/vegetable juice";;;;;;;;;
3232;2014-07-01 00:00:00;3.0;"01";"07";"2014";"dessert";"soda";;;;;;;;;
3498;2014-07-01 00:00:00;3.0;"01";"07";"2014";"pip fruit";"root vegetables";;;;;;;;;
3762;2014-07-01 00:00:00;3.0;"01";"07";"2014";"sliced cheese";"newspapers";;;;;;;;;
4082;2014-07-01 00:00:00;3.0;"01";"07";"2014";"ham";"yogurt";;;;;;;;;
4251;2014-07-01 00:00:00;3.0;"01";"07";"2014";"root vegetables";"ice cream";"rolls/buns";;;;;;;;
4270;2014-07-01 00:00:00;3.0;"01";"07";"2014";"nut snack";"whole milk";;;;;;;;;
4306;2014-07-01 00:00:00;3.0;"01";"07";"2014";"cream cheese ";"misc. beverages";;;;;;;;;
4594;2014-07-01 00:00:00;3.0;"01";"07";"2014";"other vegetables";"tropical fruit";;;;;;;;;
4721;2014-07-01 00:00:00;3.0;"01";"07";"2014";"processed cheese";"specialty bar";;;;;;;;;
4870;2014-07-01 00:00:00;3.0;"01";"07";"2014";"soda";"bottled water";;;;;;;;;
1049;2015-07-01 00:00:00;4.0;"01";"07";"2015";"butter";"whole milk";;;;;;;;;
1068;2015-07-01 00:00:00;4.0;"01";"07";"2015";"pork";"spread cheese";;;;;;;;;
1232;2015-07-01 00:00:00;4.0;"01";"07";"2015";"butter";"grapes";"bottled water";;;;;;;;
1379;2015-07-01 00:00:00;4.0;"01";"07";"2015";"other vegetables";"pip fruit";"chocolate";;;;;;;;
1587;2015-07-01 00:00:00;4.0;"01";"07";"2015";"other vegetables";"whole milk";"yogurt";"hard cheese";"bottled beer";;;;;;
1762;2015-07-01 00:00:00;4.0;"01";"07";"2015";"dessert";"bottled beer";;;;;;;;;
1827;2015-07-01 00:00:00;4.0;"01";"07";"2015";"whole milk";"soda";"yogurt";;;;;;;;
2186;2015-07-01 00:00:00;4.0;"01";"07";"2015";"other vegetables";"citrus fruit";"whole milk";"frankfurter";"zwieback";"other vegetables";"domestic eggs";"brown bread";"sugar";;
2270;2015-07-01 00:00:00;4.0;"01";"07";"2015";"sausage";"whole milk";"misc. beverages";"specialty bar";"soda";;;;;;
2304;2015-07-01 00:00:00;4.0;"01";"07";"2015";"bottled water";"whole milk";;;;;;;;;
2473;2015-07-01 00:00:00;4.0;"01";"07";"2015";"meat";"other vegetables";"chewing gum";;;;;;;;
2632;2015-07-01 00:00:00;4.0;"01";"07";"2015";"pork";"coffee";;;;;;;;;
2655;2015-07-01 00:00:00;4.0;"01";"07";"2015";"pork";"rolls/buns";;;;;;;;;
3311;2015-07-01 00:00:00;4.0;"01";"07";"2015";"frozen fish";"specialty cheese";;;;;;;;;
3842;2015-07-01 00:00:00;4.0;"01";"07";"2015";"beef";"bottled water";;;;;;;;;
4333;2015-07-01 00:00:00;4.0;"01";"07";"2015";"misc. beverages";"soft cheese";;;;;;;;;
4363;2015-07-01 00:00:00;4.0;"01";"07";"2015";"whole milk";"soda";;;;;;;;;
4560;2015-07-01 00:00:00;4.0;"01";"07";"2015";"bottled beer";"other vegetables";;;;;;;;;
4693;2015-07-01 00:00:00;4.0;"01";"07";"2015";"whole milk";"bottled beer";;;;;;;;;
4765;2015-07-01 00:00:00;4.0;"01";"07";"2015";"frankfurter";"curd";;;;;;;;;
1291;2014-08-01 00:00:00;6.0;"01";"08";"2014";"onions";"sugar";"mustard";"rolls/buns";;;;;;;
1417;2014-08-01 00:00:00;6.0;"01";"08";"2014";"yogurt";"frozen meals";;;;;;;;;
1759;2014-08-01 00:00:00;6.0;"01";"08";"2014";"pet care";"newspapers";"dog food";;;;;;;;
2399;2014-08-01 00:00:00;6.0;"01";"08";"2014";"citrus fruit";"chocolate";;;;;;;;;
2834;2014-08-01 00:00:00;6.0;"01";"08";"2014";"sliced cheese";"shopping bags";;;;;;;;;
2933;2014-08-01 00:00:00;6.0;"01";"08";"2014";"soda";"seasonal products";;;;;;;;;
3172;2014-08-01 00:00:00;6.0;"01";"08";"2014";"whole milk";"newspapers";;;;;;;;;
3322;2014-08-01 00:00:00;6.0;"01";"08";"2014";"pip fruit";"soda";;;;;;;;;
3524;2014-08-01 00:00:00;6.0;"01";"08";"2014";"frozen meals";"margarine";"semi-finished bread";;;;;;;;
3628;2014-08-01 00:00:00;6.0;"01";"08";"2014";"curd";"cream cheese ";"nut snack";"chocolate marshmallow";"yogurt";"female sanitary products";;;;;
3694;2014-08-01 00:00:00;6.0;"01";"08";"2014";"whole milk";"dessert";"dish cleaner";;;;;;;;
3722;2014-08-01 00:00:00;6.0;"01";"08";"2014";"syrup";"whole milk";;;;;;;;;
3841;2014-08-01 00:00:00;6.0;"01";"08";"2014";"specialty cheese";"brown bread";;;;;;;;;
3882;2014-08-01 00:00:00;6.0;"01";"08";"2014";"hard cheese";"sweet spreads";;;;;;;;;
3911;2014-08-01 00:00:00;6.0;"01";"08";"2014";"other vegetables";"margarine";;;;;;;;;
4130;2014-08-01 00:00:00;6.0;"01";"08";"2014";"root vegetables";"semi-finished bread";"canned beer";"newspapers";;;;;;;
4375;2014-08-01 00:00:00;6.0;"01";"08";"2014";"chicken";"domestic eggs";;;;;;;;;
4376;2014-08-01 00:00:00;6.0;"01";"08";"2014";"pork";"cereals";;;;;;;;;
4933;2014-08-01 00:00:00;6.0;"01";"08";"2014";"whole milk";"root vegetables";;;;;;;;;
1391;2015-08-01 00:00:00;7.0;"01";"08";"2015";"yogurt";"chocolate";;;;;;;;;
1517;2015-08-01 00:00:00;7.0;"01";"08";"2015";"rolls/buns";"rolls/buns";;;;;;;;;
1678;2015-08-01 00:00:00;7.0;"01";"08";"2015";"ham";"onions";;;;;;;;;
1729;2015-08-01 00:00:00;7.0;"01";"08";"2015";"frankfurter";"whole milk";;;;;;;;;
1782;2015-08-01 00:00:00;7.0;"01";"08";"2015";"coffee";"napkins";;;;;;;;;
1990;2015-08-01 00:00:00;7.0;"01";"08";"2015";"citrus fruit";"tropical fruit";;;;;;;;;
2158;2015-08-01 00:00:00;7.0;"01";"08";"2015";"rolls/buns";"ham";"whole milk";"sliced cheese";"whole milk";"fruit/vegetable juice";"pickled vegetables";"misc. beverages";;;
2652;2015-08-01 00:00:00;7.0;"01";"08";"2015";"yogurt";"pastry";"kitchen towels";;;;;;;;
3062;2015-08-01 00:00:00;7.0;"01";"08";"2015";"soda";"rolls/buns";;;;;;;;;
3176;2015-08-01 00:00:00;7.0;"01";"08";"2015";"citrus fruit";"dish cleaner";"margarine";;;;;;;;
3518;2015-08-01 00:00:00;7.0;"01";"08";"2015";"ham";"brown bread";;;;;;;;;
3549;2015-08-01 00:00:00;7.0;"01";"08";"2015";"beef";"misc. beverages";;;;;;;;;
3764;2015-08-01 00:00:00;7.0;"01";"08";"2015";"other vegetables";"yogurt";;;;;;;;;
3768;2015-08-01 00:00:00;7.0;"01";"08";"2015";"berries";"root vegetables";"bottled water";;;;;;;;
3869;2015-08-01 00:00:00;7.0;"01";"08";"2015";"sausage";"herbs";;;;;;;;;
4049;2015-08-01 00:00:00;7.0;"01";"08";"2015";"chicken";"tropical fruit";"specialty chocolate";"curd";"citrus fruit";"whole milk";"semi-finished bread";;;;
4274;2015-08-01 00:00:00;7.0;"01";"08";"2015";"bottled beer";"whole milk";;;;;;;;;
4671;2015-08-01 00:00:00;7.0;"01";"08";"2015";"sausage";"whole milk";"rolls/buns";;;;;;;;
4688;2015-08-01 00:00:00;7.0;"01";"08";"2015";"root vegetables";"sausage";"condensed milk";"other vegetables";"canned beer";"white bread";"hard cheese";"frozen vegetables";;;
4699;2015-08-01 00:00:00;7.0;"01";"08";"2015";"frankfurter";"whole milk";"red/blush wine";"rolls/buns";;;;;;;
4787;2015-08-01 00:00:00;7.0;"01";"08";"2015";"beef";"frozen vegetables";;;;;;;;;
4913;2015-08-01 00:00:00;7.0;"01";"08";"2015";"beverages";"other vegetables";"brown bread";;;;;;;;
4982;2015-08-01 00:00:00;7.0;"01";"08";"2015";"canned beer";"pastry";"butter";;;;;;;;
1284;2014-09-01 00:00:00;2.0;"01";"09";"2014";"salty snack";"soups";;;;;;;;;
1374;2014-09-01 00:00:00;2.0;"01";"09";"2014";"sugar";"bottled water";"cream cheese ";;;;;;;;
1587;2014-09-01 00:00:00;2.0;"01";"09";"2014";"hygiene articles";"skin care";;;;;;;;;
1827;2014-09-01 00:00:00;2.0;"01";"09";"2014";"soda";"pastry";;;;;;;;;
1832;2014-09-01 00:00:00;2.0;"01";"09";"2014";"spread cheese";"specialty chocolate";;;;;;;;;
2515;2014-09-01 00:00:00;2.0;"01";"09";"2014";"misc. beverages";"shopping bags";"yogurt";;;;;;;;
2528;2014-09-01 00:00:00;2.0;"01";"09";"2014";"sausage";"soda";"butter";;;;;;;;
2591;2014-09-01 00:00:00;2.0;"01";"09";"2014";"soda";"beverages";;;;;;;;;
2666;2014-09-01 00:00:00;2.0;"01";"09";"2014";"root vegetables";"UHT-milk";;;;;;;;;
2675;2014-09-01 00:00:00;2.0;"01";"09";"2014";"UHT-milk";"cling film/bags";;;;;;;;;
2765;2014-09-01 00:00:00;2.0;"01";"09";"2014";"herbs";"grapes";"whipped/sour cream";;;;;;;;
2927;2014-09-01 00:00:00;2.0;"01";"09";"2014";"packaged fruit/vegetables";"popcorn";;;;;;;;;
3142;2014-09-01 00:00:00;2.0;"01";"09";"2014";"pasta";"cream cheese ";;;;;;;;;
3219;2014-09-01 00:00:00;2.0;"01";"09";"2014";"tropical fruit";"waffles";;;;;;;;;
3382;2014-09-01 00:00:00;2.0;"01";"09";"2014";"candy";"tropical fruit";"rolls/buns";;;;;;;;
3407;2014-09-01 00:00:00;2.0;"01";"09";"2014";"bottled water";"cream cheese ";"bottled beer";;;;;;;;
3475;2014-09-01 00:00:00;2.0;"01";"09";"2014";"whole milk";"canned fish";;;;;;;;;
3846;2014-09-01 00:00:00;2.0;"01";"09";"2014";"canned vegetables";"dental care";;;;;;;;;
3863;2014-09-01 00:00:00;2.0;"01";"09";"2014";"turkey";"frozen dessert";"shopping bags";;;;;;;;
3957;2014-09-01 00:00:00;2.0;"01";"09";"2014";"salty snack";"newspapers";;;;;;;;;
4104;2014-09-01 00:00:00;2.0;"01";"09";"2014";"white wine";"coffee";;;;;;;;;
4201;2014-09-01 00:00:00;2.0;"01";"09";"2014";"pip fruit";"whipped/sour cream";;;;;;;;;
4277;2014-09-01 00:00:00;2.0;"01";"09";"2014";"pip fruit";"butter";;;;;;;;;
4342;2014-09-01 00:00:00;2.0;"01";"09";"2014";"ham";"whole milk";;;;;;;;;
4432;2014-09-01 00:00:00;2.0;"01";"09";"2014";"root vegetables";"butter";;;;;;;;;
4523;2014-09-01 00:00:00;2.0;"01";"09";"2014";"specialty chocolate";"domestic eggs";;;;;;;;;
4559;2014-09-01 00:00:00;2.0;"01";"09";"2014";"rolls/buns";"frozen vegetables";"frozen vegetables";;;;;;;;
4938;2014-09-01 00:00:00;2.0;"01";"09";"2014";"brown bread";"dessert";;;;;;;;;
1182;2015-09-01 00:00:00;3.0;"01";"09";"2015";"ice cream";"hamburger meat";"shopping bags";"whole milk";"soft cheese";;;;;;
2186;2015-09-01 00:00:00;3.0;"01";"09";"2015";"soda";"whipped/sour cream";;;;;;;;;
3078;2015-09-01 00:00:00;3.0;"01";"09";"2015";"oil";"other vegetables";"rolls/buns";;;;;;;;
3489;2015-09-01 00:00:00;3.0;"01";"09";"2015";"misc. beverages";"tropical fruit";"yogurt";"specialty chocolate";;;;;;;
3535;2015-09-01 00:00:00;3.0;"01";"09";"2015";"pip fruit";"specialty chocolate";"liquor (appetizer)";"soda";;;;;;;
3677;2015-09-01 00:00:00;3.0;"01";"09";"2015";"turkey";"domestic eggs";;;;;;;;;
4725;2015-09-01 00:00:00;3.0;"01";"09";"2015";"rolls/buns";"cat food";;;;;;;;;
1018;2014-10-01 00:00:00;4.0;"01";"10";"2014";"curd";"long life bakery product";;;;;;;;;
1442;2014-10-01 00:00:00;4.0;"01";"10";"2014";"specialty bar";"candles";;;;;;;;;
1548;2014-10-01 00:00:00;4.0;"01";"10";"2014";"long life bakery product";"bottled beer";;;;;;;;;
1664;2014-10-01 00:00:00;4.0;"01";"10";"2014";"rolls/buns";"misc. beverages";"soda";;;;;;;;
1694;2014-10-01 00:00:00;4.0;"01";"10";"2014";"tropical fruit";"dessert";"rolls/buns";"long life bakery product";;;;;;;
1738;2014-10-01 00:00:00;4.0;"01";"10";"2014";"yogurt";"rolls/buns";;;;;;;;;
1910;2014-10-01 00:00:00;4.0;"01";"10";"2014";"sliced cheese";"sugar";;;;;;;;;
2138;2014-10-01 00:00:00;4.0;"01";"10";"2014";"bottled water";"whisky";;;;;;;;;
2232;2014-10-01 00:00:00;4.0;"01";"10";"2014";"beef";"flour";;;;;;;;;
2243;2014-10-01 00:00:00;4.0;"01";"10";"2014";"meat";"tropical fruit";"yogurt";"candles";;;;;;;
2453;2014-10-01 00:00:00;4.0;"01";"10";"2014";"salty snack";"napkins";"sugar";;;;;;;;
3119;2014-10-01 00:00:00;4.0;"01";"10";"2014";"meat";"whole milk";"whole milk";"yogurt";;;;;;;
3462;2014-10-01 00:00:00;4.0;"01";"10";"2014";"citrus fruit";"other vegetables";"dessert";"bottled beer";;;;;;;
3617;2014-10-01 00:00:00;4.0;"01";"10";"2014";"liquor (appetizer)";"candy";"misc. beverages";;;;;;;;
3687;2014-10-01 00:00:00;4.0;"01";"10";"2014";"rolls/buns";"other vegetables";;;;;;;;;
3709;2014-10-01 00:00:00;4.0;"01";"10";"2014";"pastry";"syrup";;;;;;;;;
4060;2014-10-01 00:00:00;4.0;"01";"10";"2014";"other vegetables";"domestic eggs";"napkins";;;;;;;;
4234;2014-10-01 00:00:00;4.0;"01";"10";"2014";"berries";"beverages";"pastry";"napkins";;;;;;;
4300;2014-10-01 00:00:00;4.0;"01";"10";"2014";"citrus fruit";"yogurt";;;;;;;;;
4501;2014-10-01 00:00:00;4.0;"01";"10";"2014";"brown bread";"processed cheese";;;;;;;;;
4749;2014-10-01 00:00:00;4.0;"01";"10";"2014";"finished products";"dessert";;;;;;;;;
4797;2014-10-01 00:00:00;4.0;"01";"10";"2014";"white wine";"rolls/buns";;;;;;;;;
4900;2014-10-01 00:00:00;4.0;"01";"10";"2014";"whole milk";"root vegetables";;;;;;;;;
1107;2015-10-01 00:00:00;5.0;"01";"10";"2015";"citrus fruit";"misc. beverages";;;;;;;;;
1493;2015-10-01 00:00:00;5.0;"01";"10";"2015";"semi-finished bread";"spices";;;;;;;;;
2097;2015-10-01 00:00:00;5.0;"01";"10";"2015";"chicken";"yogurt";"newspapers";"shopping bags";"rolls/buns";"domestic eggs";;;;;
2108;2015-10-01 00:00:00;5.0;"01";"10";"2015";"tropical fruit";"tropical fruit";"mayonnaise";;;;;;;;
2592;2015-10-01 00:00:00;5.0;"01";"10";"2015";"sausage";"soda";;;;;;;;;
2622;2015-10-01 00:00:00;5.0;"01";"10";"2015";"other vegetables";"canned fish";;;;;;;;;
2813;2015-10-01 00:00:00;5.0;"01";"10";"2015";"whole milk";"sausage";"whole milk";"yogurt";"cake bar";"female sanitary products";"soda";;;;
2816;2015-10-01 00:00:00;5.0;"01";"10";"2015";"rolls/buns";"tropical fruit";"seasonal products";"fruit/vegetable juice";;;;;;;
2845;2015-10-01 00:00:00;5.0;"01";"10";"2015";"other vegetables";"processed cheese";;;;;;;;;
3433;2015-10-01 00:00:00;5.0;"01";"10";"2015";"root vegetables";"red/blush wine";"salty snack";;;;;;;;
3445;2015-10-01 00:00:00;5.0;"01";"10";"2015";"sausage";"cream cheese ";;;;;;;;;
3778;2015-10-01 00:00:00;5.0;"01";"10";"2015";"pastry";"tropical fruit";"citrus fruit";"coffee";;;;;;;
3857;2015-10-01 00:00:00;5.0;"01";"10";"2015";"bottled water";"tropical fruit";;;;;;;;;
3950;2015-10-01 00:00:00;5.0;"01";"10";"2015";"white bread";"tropical fruit";;;;;;;;;
4195;2015-10-01 00:00:00;5.0;"01";"10";"2015";"bottled beer";"other vegetables";"root vegetables";"cream cheese ";"waffles";"rolls/buns";;;;;
4379;2015-10-01 00:00:00;5.0;"01";"10";"2015";"turkey";"sugar";;;;;;;;;
4819;2015-10-01 00:00:00;5.0;"01";"10";"2015";"ice cream";"rolls/buns";;;;;;;;;
1130;2014-11-01 00:00:00;7.0;"01";"11";"2014";"margarine";"soda";;;;;;;;;
1148;2014-11-01 00:00:00;7.0;"01";"11";"2014";"soda";"other vegetables";;;;;;;;;
1167;2014-11-01 00:00:00;7.0;"01";"11";"2014";"rolls/buns";"other vegetables";;;;;;;;;
1169;2014-11-01 00:00:00;7.0;"01";"11";"2014";"soda";"detergent";;;;;;;;;
1209;2014-11-01 00:00:00;7.0;"01";"11";"2014";"sausage";"dessert";;;;;;;;;
1235;2014-11-01 00:00:00;7.0;"01";"11";"2014";"bottled water";"soda";;;;;;;;;
1307;2014-11-01 00:00:00;7.0;"01";"11";"2014";"other vegetables";"rolls/buns";;;;;;;;;
1868;2014-11-01 00:00:00;7.0;"01";"11";"2014";"whole milk";"yogurt";;;;;;;;;
1889;2014-11-01 00:00:00;7.0;"01";"11";"2014";"whole milk";"soups";;;;;;;;;
1981;2014-11-01 00:00:00;7.0;"01";"11";"2014";"whole milk";"fruit/vegetable juice";;;;;;;;;
2391;2014-11-01 00:00:00;7.0;"01";"11";"2014";"whole milk";"misc. beverages";;;;;;;;;
2428;2014-11-01 00:00:00;7.0;"01";"11";"2014";"other vegetables";"domestic eggs";"semi-finished bread";;;;;;;;
2499;2014-11-01 00:00:00;7.0;"01";"11";"2014";"other vegetables";"beverages";"ice cream";"shopping bags";;;;;;;
4066;2014-11-01 00:00:00;7.0;"01";"11";"2014";"fruit/vegetable juice";"chewing gum";;;;;;;;;
4510;2014-11-01 00:00:00;7.0;"01";"11";"2014";"whole milk";"cream cheese ";;;;;;;;;
1097;2015-11-01 00:00:00;1.0;"01";"11";"2015";"tropical fruit";"whole milk";"soda";"curd";;;;;;;
1343;2015-11-01 00:00:00;1.0;"01";"11";"2015";"other vegetables";"specialty chocolate";;;;;;;;;
1682;2015-11-01 00:00:00;1.0;"01";"11";"2015";"canned beer";"seasonal products";;;;;;;;;
1773;2015-11-01 00:00:00;1.0;"01";"11";"2015";"whole milk";"pip fruit";"detergent";;;;;;;;
1824;2015-11-01 00:00:00;1.0;"01";"11";"2015";"yogurt";"bottled beer";"sugar";;;;;;;;
2169;2015-11-01 00:00:00;1.0;"01";"11";"2015";"detergent";"salty snack";;;;;;;;;
2311;2015-11-01 00:00:00;1.0;"01";"11";"2015";"sausage";"other vegetables";;;;;;;;;
2348;2015-11-01 00:00:00;1.0;"01";"11";"2015";"whole milk";"curd cheese";"root vegetables";"pastry";;;;;;;
2492;2015-11-01 00:00:00;1.0;"01";"11";"2015";"yogurt";"ham";"other vegetables";"soda";"other vegetables";"newspapers";"nut snack";"canned beer";;;
2875;2015-11-01 00:00:00;1.0;"01";"11";"2015";"whole milk";"soda";;;;;;;;;
3247;2015-11-01 00:00:00;1.0;"01";"11";"2015";"cat food";"canned beer";"sliced cheese";"dishes";"zwieback";;;;;;
3452;2015-11-01 00:00:00;1.0;"01";"11";"2015";"berries";"other vegetables";;;;;;;;;
3465;2015-11-01 00:00:00;1.0;"01";"11";"2015";"bottled water";"soda";;;;;;;;;
3794;2015-11-01 00:00:00;1.0;"01";"11";"2015";"onions";"liquor (appetizer)";;;;;;;;;
4095;2015-11-01 00:00:00;1.0;"01";"11";"2015";"other vegetables";"butter";;;;;;;;;
4121;2015-11-01 00:00:00;1.0;"01";"11";"2015";"whole milk";"shopping bags";"curd";;;;;;;;
4656;2015-11-01 00:00:00;1.0;"01";"11";"2015";"onions";"coffee";;;;;;;;;
1369;2014-12-01 00:00:00;2.0;"01";"12";"2014";"sugar";"flour";;;;;;;;;
1743;2014-12-01 00:00:00;2.0;"01";"12";"2014";"root vegetables";"whipped/sour cream";"specialty bar";;;;;;;;
1813;2014-12-01 00:00:00;2.0;"01";"12";"2014";"meat";"chocolate";"brown bread";;;;;;;;
1964;2014-12-01 00:00:00;2.0;"01";"12";"2014";"soda";"brown bread";;;;;;;;;
2239;2014-12-01 00:00:00;2.0;"01";"12";"2014";"curd";"yogurt";;;;;;;;;
2242;2014-12-01 00:00:00;2.0;"01";"12";"2014";"frozen vegetables";"butter";;;;;;;;;
2560;2014-12-01 00:00:00;2.0;"01";"12";"2014";"shopping bags";"other vegetables";;;;;;;;;
2668;2014-12-01 00:00:00;2.0;"01";"12";"2014";"whole milk";"other vegetables";;;;;;;;;
2766;2014-12-01 00:00:00;2.0;"01";"12";"2014";"pork";"long life bakery product";;;;;;;;;
3031;2014-12-01 00:00:00;2.0;"01";"12";"2014";"whole milk";"specialty bar";;;;;;;;;
3493;2014-12-01 00:00:00;2.0;"01";"12";"2014";"beef";"candy";;;;;;;;;
3837;2014-12-01 00:00:00;2.0;"01";"12";"2014";"newspapers";"bottled water";"hard cheese";;;;;;;;
4020;2014-12-01 00:00:00;2.0;"01";"12";"2014";"whole milk";"frozen potato products";;;;;;;;;
4426;2014-12-01 00:00:00;2.0;"01";"12";"2014";"berries";"pip fruit";;;;;;;;;
4453;2014-12-01 00:00:00;2.0;"01";"12";"2014";"rolls/buns";"oil";;;;;;;;;
4614;2014-12-01 00:00:00;2.0;"01";"12";"2014";"sausage";"newspapers";;;;;;;;;
4753;2014-12-01 00:00:00;2.0;"01";"12";"2014";"whole milk";"white wine";;;;;;;;;
4814;2014-12-01 00:00:00;2.0;"01";"12";"2014";"pip fruit";"bottled beer";"other vegetables";;;;;;;;
1170;2015-12-01 00:00:00;3.0;"01";"12";"2015";"chicken";"pip fruit";;;;;;;;;
1277;2015-12-01 00:00:00;3.0;"01";"12";"2015";"sausage";"rolls/buns";;;;;;;;;
1354;2015-12-01 00:00:00;3.0;"01";"12";"2015";"whole milk";"frozen vegetables";;;;;;;;;
1466;2015-12-01 00:00:00;3.0;"01";"12";"2015";"sausage";"other vegetables";"mayonnaise";"seasonal products";;;;;;;
1902;2015-12-01 00:00:00;3.0;"01";"12";"2015";"chicken";"butter";;;;;;;;;
2240;2015-12-01 00:00:00;3.0;"01";"12";"2015";"chicken";"white bread";;;;;;;;;
2403;2015-12-01 00:00:00;3.0;"01";"12";"2015";"whipped/sour cream";"yogurt";;;;;;;;;
2578;2015-12-01 00:00:00;3.0;"01";"12";"2015";"whole milk";"root vegetables";"curd";"yogurt";;;;;;;
2643;2015-12-01 00:00:00;3.0;"01";"12";"2015";"tropical fruit";"coffee";"dessert";"fruit/vegetable juice";;;;;;;
2682;2015-12-01 00:00:00;3.0;"01";"12";"2015";"root vegetables";"herbs";"cream cheese ";;;;;;;;
2779;2015-12-01 00:00:00;3.0;"01";"12";"2015";"whole milk";"rolls/buns";;;;;;;;;
3016;2015-12-01 00:00:00;3.0;"01";"12";"2015";"frankfurter";"long life bakery product";"sugar";;;;;;;;
3133;2015-12-01 00:00:00;3.0;"01";"12";"2015";"tropical fruit";"curd cheese";;;;;;;;;
3390;2015-12-01 00:00:00;3.0;"01";"12";"2015";"canned beer";"coffee";;;;;;;;;
4044;2015-12-01 00:00:00;3.0;"01";"12";"2015";"frankfurter";"hamburger meat";;;;;;;;;
4120;2015-12-01 00:00:00;3.0;"01";"12";"2015";"chicken";"pip fruit";;;;;;;;;
4217;2015-12-01 00:00:00;3.0;"01";"12";"2015";"whole milk";"bottled water";;;;;;;;;
4246;2015-12-01 00:00:00;3.0;"01";"12";"2015";"sausage";"whole milk";;;;;;;;;
4356;2015-12-01 00:00:00;3.0;"01";"12";"2015";"butter";"tropical fruit";"whole milk";"napkins";;;;;;;
4440;2015-12-01 00:00:00;3.0;"01";"12";"2015";"sparkling wine";"root vegetables";;;;;;;;;
4445;2015-12-01 00:00:00;3.0;"01";"12";"2015";"berries";"other vegetables";;;;;;;;;
4864;2015-12-01 00:00:00;3.0;"01";"12";"2015";"ice cream";"oil";;;;;;;;;
1175;2014-01-02 00:00:00;5.0;"02";"01";"2014";"hamburger meat";"other vegetables";;;;;;;;;
1809;2014-01-02 00:00:00;5.0;"02";"01";"2014";"root vegetables";"hard cheese";"waffles";;;;;;;;
1878;2014-01-02 00:00:00;5.0;"02";"01";"2014";"root vegetables";"dessert";;;;;;;;;
1965;2014-01-02 00:00:00;5.0;"02";"01";"2014";"chewing gum";"yogurt";;;;;;;;;
2202;2014-01-02 00:00:00;5.0;"02";"01";"2014";"coffee";"sauces";;;;;;;;;
2475;2014-01-02 00:00:00;5.0;"02";"01";"2014";"roll products ";"dishes";;;;;;;;;
2690;2014-01-02 00:00:00;5.0;"02";"01";"2014";"rolls/buns";"grapes";;;;;;;;;
2717;2014-01-02 00:00:00;5.0;"02";"01";"2014";"fruit/vegetable juice";"fruit/vegetable juice";;;;;;;;;
2755;2014-01-02 00:00:00;5.0;"02";"01";"2014";"beef";"fruit/vegetable juice";"whole milk";;;;;;;;
3107;2014-01-02 00:00:00;5.0;"02";"01";"2014";"rolls/buns";"whole milk";;;;;;;;;
3120;2014-01-02 00:00:00;5.0;"02";"01";"2014";"beef";"whole milk";"newspapers";;;;;;;;
3156;2014-01-02 00:00:00;5.0;"02";"01";"2014";"whipped/sour cream";"soda";;;;;;;;;
3220;2014-01-02 00:00:00;5.0;"02";"01";"2014";"canned beer";"salty snack";;;;;;;;;
3243;2014-01-02 00:00:00;5.0;"02";"01";"2014";"whole milk";"pot plants";;;;;;;;;
